Movie Name,IMDB Rating,Rotten Tomatoes Users,Rotten Tomatoes Critics,Metacritic Users,Metacritic Critics
Central Intelligence,6.3,6.2,7.1,6.2,5.2
School Daze,6.1,7.9,5.9,5.2,5.2
Silent Night,6.2,3.3,6.4,5.5,5.2
Last Holiday,7.3,7.7,10.0,7.0,5.2
Insidious,6.0,6.2,6.6,7.3,5.2
Grease 2,4.5,5.3,3.5,4.1,5.2
Breathless,7.7,8.3,8.4,7.9,5.2
Secondhand Lions,7.5,8.4,6.0,7.5,5.2
Atlantis: The Lost Empire,6.9,5.4,4.9,7.3,5.2
Julien Donkey-Boy,6.7,7.1,2.9,7.9,5.2
Be Kind Rewind,6.4,5.6,6.5,6.7,5.2
Wild at Heart,7.2,8.1,6.6,6.8,5.2
Hook,6.8,7.6,2.9,7.2,5.2
300,7.6,8.9,6.1,7.3,5.2
Race to Witch Mountain,5.7,4.4,4.2,6.0,5.2
Any Given Sunday,6.9,7.3,5.2,7.8,5.2
Eiffel,6.2,8.9,4.8,5.6,5.2
Scream 4,6.2,5.6,6.0,6.5,5.2
Splendor,6.2,6.3,6.0,5.8,5.2
Absolute Power,6.7,5.2,5.6,6.5,5.2
Water for Elephants,6.9,7.0,6.0,6.9,5.2
Dead Man's Shoes,8.1,9.1,5.8,7.8,5.2
X-Men: Apocalypse,6.6,6.5,4.7,6.4,5.2
Rudderless,7.4,8.3,6.4,7.9,5.2
Felony,4.4,4.6,7.0,5.6,5.2
Critters,6.1,4.5,5.0,6.7,5.2
Nacho Libre,5.9,5.4,4.0,6.9,5.2
Epic,5.7,6.5,6.4,6.3,5.2
Under the Tuscan Sun,6.7,7.8,6.2,7.6,5.2
Rat Race,5.6,6.4,4.5,8.2,5.2
Blow,7.5,8.7,5.5,8.5,5.2
Romeo Must Die,6.1,6.1,3.2,7.2,5.2
Snake Eyes,6.1,3.5,4.1,2.2,5.2
Wild Things,6.6,5.3,6.3,8.0,5.2
Beautiful Creatures,5.8,3.3,3.8,6.1,5.2
Haiku Tunnel,6.1,7.5,6.0,6.9,5.1
The Intern,7.4,7.3,5.9,6.7,5.1
96 Minutes,5.7,4.5,5.0,7.4,5.1
Uncle Buck,7.1,7.7,6.2,7.6,5.1
Robin Hood: Prince of Thieves,6.9,7.2,5.0,7.0,5.1
A Walk in the Woods,8.5,4.8,4.7,5.8,5.1
Jurassic World: Fallen Kingdom,6.1,4.8,4.7,5.6,5.1
Poetic Justice,6.1,8.3,3.4,7.4,5.1
The Neon Demon,6.1,5.1,5.8,4.4,5.1
Mammoth,5.4,6.3,4.5,6.1,5.1
Windtalkers,6.1,5.0,3.3,6.1,5.1
Pretty Woman,7.1,6.8,6.5,8.6,5.1
Contraband,6.5,5.7,5.1,6.1,5.1
Cesar Chavez,6.4,6.0,3.8,5.5,5.1
The Second Best Exotic Marigold Hotel,6.5,5.9,6.5,6.0,5.1
You Will Meet a Tall Dark Stranger,6.3,3.4,4.6,6.2,5.1
High Heels,5.8,8.3,5.3,7.9,5.1
Due Date,6.5,5.2,4.0,6.5,5.1
Commando,7.2,6.7,6.7,6.9,5.1
How to Be Single,6.1,4.7,4.6,6.1,5.1
"Girl, Interrupted",7.3,8.4,5.3,7.5,5.1
Birthday Girl,6.0,3.9,5.9,7.8,5.1
Mamma Mia!,6.5,6.6,5.5,6.9,5.1
Think Like a Man,6.5,7.9,5.4,6.2,5.1
Teenage Mutant Ninja Turtles,6.8,5.0,2.1,8.1,5.1
Snitch,4.6,6.1,5.7,6.1,5.1
Blackhat,5.5,2.4,3.3,5.4,5.1
Aquamarine,5.4,6.1,5.1,7.7,5.1
Risen,4.1,7.0,5.3,6.9,5.1
Transporter 3,6.1,4.8,4.0,5.8,5.1
Jaws 2,5.8,3.8,6.1,7.2,5.1
Saint Ralph,7.3,8.5,6.4,6.3,5.1
What Lies Beneath,6.6,5.8,4.7,6.9,5.1
Austin Powers: International Man of Mystery,7.0,7.7,7.3,8.5,5.1
Casino Jack,6.2,3.4,3.9,5.1,5.1
That Demon Within,5.9,4.0,4.7,7.8,5.1
Rough Night,5.2,2.9,4.5,4.7,5.1
Blind Date,6.0,4.2,2.4,3.3,5.1
Doomsday,6.3,4.4,5.1,5.1,5.1
Johnny English,6.2,5.1,3.3,6.9,5.1
Death Wish,6.9,7.1,1.8,5.3,5.1
Woman in Gold,7.3,7.9,5.7,7.2,5.1
Eros,6.3,4.5,3.4,6.8,5.1
Jay and Silent Bob Strike Back,6.8,7.5,5.2,8.3,5.1
Heavy Metal,6.6,6.7,6.6,7.1,5.1
Barbarella,5.8,5.6,7.4,5.7,5.1
The Accountant,7.3,7.6,5.2,7.3,5.1
My Blueberry Nights,6.6,6.1,4.6,6.7,5.1
Fear,5.7,3.7,2.2,1.1,5.1
Holly,6.8,6.3,6.4,6.8,5.1
Ender's Game,6.6,6.5,6.2,6.5,5.1
Apt Pupil,6.7,5.6,5.3,6.5,5.1
Sister Act,6.5,6.5,7.5,7.2,5.1
Star Trek: Nemesis,6.4,4.9,3.8,5.9,5.1
Birth,6.2,4.3,3.9,6.3,5.1
Papillon,8.0,6.7,5.2,6.5,5.1
Campfire,6.8,7.5,8.8,4.6,5.1
Anonymous,5.5,5.3,4.6,6.1,5.0
Jack Reacher,7.0,6.7,6.3,6.4,5.0
Super,5.8,5.6,4.9,7.9,5.0
French Kiss,6.2,7.5,4.8,8.0,5.0
Always,5.6,6.0,6.5,6.6,5.0
Partisan,5.5,3.8,5.8,6.3,5.0
Firestarter,6.0,4.7,1.0,6.4,5.0
Kill the Irishman,7.0,6.7,6.2,6.6,5.0
Billabong Odyssey,6.7,8.9,3.6,8.3,5.0
City by the Sea,6.1,4.0,4.8,8.4,5.0
Varsity Blues,6.5,7.6,4.3,7.5,5.0
Hoodlum,6.3,6.5,4.3,8.1,5.0
Cadillac Man,5.7,3.2,5.8,6.4,5.0
True Story,6.6,3.8,4.5,6.0,5.0
Maze Runner: The Death Cure,6.2,5.8,4.3,6.4,5.0
Happy Feet Two,5.8,6.0,4.5,5.5,5.0
Last Christmas,5.8,8.1,4.6,5.9,5.0
Final Destination 5,5.9,5.2,6.2,6.5,5.0
No Strings Attached,5.0,5.1,4.8,5.5,5.0
Holidays,7.8,2.4,5.0,4.3,5.0
Hellraiser III: Hell on Earth,5.5,3.5,4.0,6.7,5.0
Young Guns,6.8,7.6,4.2,7.8,5.0
Red State,6.1,5.4,6.0,6.3,5.0
Eat Pray Love,5.8,4.2,3.6,5.1,5.0
Elektra Luxx,5.0,1.9,2.4,6.5,5.0
Bill & Ted's Excellent Adventure,6.9,7.5,8.2,8.4,5.0
Constantine,7.0,7.2,4.6,8.4,5.0
Hoffa,6.6,5.9,5.2,8.0,5.0
No Reservations,6.3,6.2,4.2,6.7,5.0
"Honey, I Blew Up the Kid",4.9,2.4,4.0,6.4,5.0
Short Circuit,6.6,6.7,6.1,6.4,5.0
The Brothers,8.1,8.4,6.3,7.5,5.0
My Best Friend's Wedding,6.3,7.3,7.4,8.0,5.0
Tombstone,7.8,9.4,7.2,7.1,5.0
Bloodsucking Bastards,5.7,4.8,6.7,5.4,5.0
Duplex,5.9,4.0,3.5,6.7,5.0
Lifeforce,6.1,4.6,5.7,7.3,5.0
Going in Style,7.1,7.4,8.2,,6.5
Passenger 57,5.9,3.8,2.4,6.4,5.0
Star Trek: The Motion Picture,6.4,4.2,5.3,6.4,5.0
Last Night,7.1,4.6,5.4,6.9,5.0
Prom,5.2,3.9,3.5,6.3,5.0
Billy Jack,6.2,6.3,6.3,6.8,5.0
All Dogs Go to Heaven,6.7,6.3,4.4,7.1,5.0
American Ultra,6.1,4.5,4.4,6.1,5.0
Two for the Money,7.9,4.8,2.2,2.5,5.0
Management,5.8,3.0,4.7,6.0,5.0
The Boss Baby,6.3,5.1,5.3,5.1,5.0
Murder by Numbers,5.0,4.9,3.0,7.1,5.0
Pirates of the Caribbean: At World's End,7.1,7.2,4.4,6.4,5.0
Boundaries,6.2,1.4,8.0,4.7,5.0
Mr. Mom,6.6,5.7,7.6,7.0,5.0
Trash,6.1,7.0,6.6,6.9,5.0
Fur: An Imaginary Portrait of Diane Arbus,6.3,6.3,3.2,5.5,5.0
Letters to Juliet,6.5,6.2,4.2,6.3,5.0
Garage Days,5.8,6.1,4.4,4.1,5.0
Storytelling,6.8,6.7,5.4,7.2,5.0
The Island,7.4,8.0,10.0,8.6,5.0
The Ten,4.9,4.0,3.5,6.7,5.0
Look,7.2,5.6,6.0,4.3,5.0
You People,5.5,3.5,4.1,3.4,5.0
My Super Ex-Girlfriend,5.2,3.1,4.0,8.4,5.0
Prince of Darkness,6.7,6.1,6.1,7.6,5.0
Prince of Persia: The Sands of Time,8.5,5.8,3.7,7.2,5.0
Dark Skies,7.5,4.9,4.1,7.2,5.0
Top Gun,6.2,8.3,5.8,6.9,5.0
Halloween III: Season of the Witch,5.1,2.8,5.1,5.9,5.0
Cowboys & Aliens,6.0,4.3,4.4,5.9,5.0
Blonde,6.1,4.6,6.0,4.7,5.0
Alfie,7.0,5.1,4.8,,7.0
Behind Enemy Lines,5.6,6.2,3.7,6.2,4.9
B. Monkey,5.9,5.4,6.0,8.2,4.9
Mickey Blue Eyes,5.9,4.2,4.5,7.7,4.9
Magic,6.8,6.4,8.6,7.0,4.9
Wilson,6.4,3.0,4.7,5.3,4.9
Cassandra's Dream,6.6,4.9,4.6,7.8,4.9
Escape Plan,6.7,5.5,5.0,7.7,4.9
Guess Who,5.9,4.9,4.1,8.3,4.9
Sex Drive,5.2,5.8,4.5,7.4,4.9
Daddy's Little Girls,5.1,8.1,2.6,5.5,4.9
Addicted to Love,6.1,5.0,5.5,7.7,4.9
Death of a President,7.3,5.8,3.9,6.2,4.9
Lucky You,5.9,2.8,2.8,6.6,4.9
Far and Away,6.6,6.2,5.0,7.2,4.9
Casper,6.2,4.9,5.1,7.3,4.9
Henry's Crime,5.9,2.5,4.2,5.5,4.9
Demolition,5.6,5.4,5.4,7.4,4.9
2012,5.8,4.7,3.9,5.5,4.9
Paid in Full,7.0,9.3,5.3,6.0,4.9
"Mystery, Alaska",6.7,6.6,3.7,8.5,4.9
Out to Sea,6.1,5.2,3.6,6.0,4.9
Queens,6.5,6.0,4.5,5.0,4.9
Nicotina,6.5,7.3,4.6,6.5,4.9
Sidewalks of New York,5.6,5.4,5.6,7.4,4.9
Final Fantasy: The Spirits Within,6.4,4.8,4.4,6.2,4.9
My Fellow Americans,6.5,6.4,4.7,6.8,4.9
Richie Rich,5.4,3.2,2.6,5.9,4.9
Coneheads,5.4,3.7,3.5,5.4,4.9
April Fool's Day,6.1,4.7,5.5,4.8,4.9
American Reunion,6.7,6.3,4.5,7.3,4.9
Krampus,6.3,5.1,6.6,7.6,4.9
"New York, I Love You",6.2,3.7,3.7,5.2,4.9
Porno,5.6,3.8,7.7,3.5,4.9
Shoot 'Em Up,6.6,6.5,6.7,8.0,4.9
Marked for Death,5.9,5.0,2.7,5.8,4.9
The Grudge,6.4,2.3,2.0,3.5,4.9
Conspiracy Theory,6.7,6.4,5.7,6.8,4.9
Terminator Salvation,6.5,5.3,3.3,6.0,4.9
Hancock,7.4,5.9,4.1,6.4,4.9
Mary Shelley,4.8,4.8,4.1,5.7,4.9
Callas Forever,6.4,5.4,4.1,5.4,4.9
Antichrist,5.7,5.5,5.4,7.2,4.9
Eyes of Laura Mars,6.2,4.3,5.5,5.8,4.9
Four Brothers,6.8,8.0,5.2,6.2,4.9
Sleuth,8.0,9.0,9.3,5.8,4.9
Mars Needs Moms,5.4,4.0,3.7,4.4,4.9
Django,7.2,8.3,9.3,7.3,4.9
Kalifornia,6.7,6.4,5.8,8.4,4.9
Harvard Man,4.8,3.3,3.3,1.4,4.9
Harrison's Flowers,7.1,7.6,4.9,5.5,4.9
Bedazzled,6.8,7.4,7.4,,7.7
Mary Shelley's Frankenstein,6.4,4.9,4.2,6.7,4.9
I Think I Love My Wife,5.5,4.1,1.9,6.2,4.9
Dennis the Menace,7.0,3.8,2.7,6.8,4.9
Men in Black II,6.2,4.5,3.8,7.0,4.9
Dead or Alive,5.9,7.4,5.5,4.6,4.9
Green Dragon,6.1,5.1,6.1,5.2,4.9
Father of the Bride Part II,6.1,6.0,5.2,7.4,4.9
Species,5.9,3.1,4.2,8.5,4.9
Hatchet II,5.5,3.6,4.2,7.2,4.9
Imagine Me & You,6.7,7.4,3.5,7.4,4.9
Stalingrad,7.5,4.0,5.1,4.3,4.9
Azumi,6.8,8.1,4.7,7.7,4.9
Open Season,6.1,5.7,4.9,6.2,4.9
Lola Versus,5.5,3.1,3.6,5.4,4.9
"Me, Myself & Irene",6.6,5.7,4.8,7.7,4.9
Despicable Me 3,6.2,5.3,5.9,5.6,4.9
Running Scared,7.3,5.8,5.9,6.0,4.9
Nine,3.4,3.7,3.9,4.5,4.9
30 Minutes or Less,6.1,4.0,4.5,5.6,4.9
Elsa & Fred,7.5,5.1,3.2,4.9,4.9
The Emperor's Club,6.9,6.7,5.0,7.3,4.9
Hart's War,6.3,4.8,6.0,5.7,4.9
K-PAX,7.4,7.4,4.2,7.5,4.9
Jeepers Creepers,6.7,4.9,4.6,5.8,4.9
Dr. Dolittle 2,4.7,2.6,4.2,5.7,4.9
Inventing the Abbotts,6.4,5.1,3.3,6.3,4.9
Gold,5.2,7.6,5.0,6.4,4.9
Son of a Gun,7.8,6.3,6.2,6.1,4.9
Return to Never Land,5.8,3.8,4.5,6.3,4.9
"Scotland, Pa.",6.6,7.4,5.9,6.6,4.9
Pitch Black,7.0,7.7,5.9,8.5,4.9
Romance,5.7,4.6,4.9,6.5,4.9
Angel-A,7.0,7.4,4.5,5.9,4.8
Scoop,5.9,5.5,4.1,6.6,4.8
Gung Ho,6.0,4.6,3.3,7.4,4.8
Less Than Zero,6.4,6.3,5.0,7.5,4.8
Goon: Last of the Enforcers,5.8,4.1,4.1,5.3,4.8
Charlie's Angels: Full Throttle,4.9,4.0,4.1,5.4,4.8
Charlotte Gray,6.4,6.2,3.3,7.3,4.8
Remember the Titans,7.8,9.3,7.2,8.1,4.8
Titan A.E.,6.6,6.1,5.0,8.4,4.8
Ride,4.4,3.8,3.1,5.3,4.8
Outland,6.6,5.4,5.4,6.7,4.8
The Love Bug,6.5,6.6,7.8,6.6,4.8
Sherlock Holmes: A Game of Shadows,7.4,7.7,5.9,7.4,4.8
Made in America,5.1,2.9,3.3,4.1,4.8
Timecop,5.9,3.6,4.2,6.8,4.8
Brother Bear,6.8,6.5,3.7,6.5,4.8
Bartleby,6.5,6.8,3.5,7.1,4.8
My First Mister,7.2,7.5,5.3,7.6,4.8
Saw III,6.2,7.1,3.0,7.3,4.8
Ted 2,6.3,5.0,4.4,6.2,4.8
Bride of Chucky,5.6,4.8,4.7,8.2,4.8
The Greatest Showman,7.5,8.6,5.6,7.5,4.8
Last Vegas,7.1,5.9,4.6,7.0,4.8
Luck,7.2,6.8,4.8,6.4,4.8
Spanglish,6.4,6.0,5.4,8.0,4.8
50 First Dates,6.8,6.5,4.5,6.6,4.8
Sinbad: Legend of the Seven Seas,6.7,5.6,4.5,6.7,4.8
Rush Hour 2,6.7,7.4,5.1,8.1,4.8
Sugar & Spice,5.7,4.2,2.8,6.9,4.8
Scary Movie,4.9,4.3,5.1,3.8,4.8
Caddyshack,7.2,8.7,7.2,7.5,4.8
Planes: Fire & Rescue,5.9,5.6,4.5,5.2,4.8
Emperor,6.9,4.6,3.2,6.0,4.8
Tomb Raider,8.0,5.4,5.3,6.2,4.8
Chicken Little,7.3,4.7,3.6,5.3,4.8
Child's Play,5.5,6.4,7.2,6.1,4.8
21,7.3,6.6,3.6,6.4,4.8
I'm Gonna Git You Sucka,6.6,7.0,6.2,7.1,4.8
Super Troopers,7.0,9.0,3.6,7.6,4.8
Orange County,6.2,6.1,4.7,7.1,4.8
Vertical Limit,5.9,4.1,4.8,6.0,4.8
The Mummy,7.0,3.5,1.5,8.6,4.8
From Dusk Till Dawn,7.2,7.6,6.3,8.6,4.8
300: Rise of an Empire,6.2,5.1,4.5,6.6,4.8
Lockout,3.9,4.6,3.7,7.7,4.8
Memoirs of an Invisible Man,6.0,3.2,2.6,6.1,4.8
Bullet to the Head,5.7,3.9,4.5,5.7,4.8
Just Cause,6.4,4.6,2.6,5.8,4.8
I'm Still Here,7.4,3.8,5.3,6.1,4.8
Angels & Demons,6.7,5.7,3.7,6.3,4.8
Dummy,7.2,7.4,7.0,7.7,4.8
High Crimes,6.4,5.0,3.0,6.6,4.8
Shallow Hal,6.0,4.5,5.0,5.4,4.8
Orgazmo,6.1,6.6,4.8,7.7,4.8
One Day,6.0,5.0,3.6,6.1,4.8
Beverly Hills Cop II,6.5,5.7,4.6,6.6,4.8
King of Thieves,7.1,3.0,3.3,5.8,4.8
Airplane II: The Sequel,6.1,5.0,4.2,6.4,4.8
The FP,7.0,5.4,5.0,6.5,4.8
The Great Raid,6.6,7.0,3.8,7.8,4.8
Night at the Museum,6.5,6.7,4.3,6.8,4.8
17 Again,6.4,6.7,5.6,5.9,4.8
Pet,6.3,3.2,5.6,6.5,4.8
Frances,7.2,7.8,6.7,8.5,4.8
Buffy the Vampire Slayer,5.7,4.3,3.6,7.7,4.8
National Treasure: Book of Secrets,6.5,6.7,3.6,5.9,4.8
Shark Tale,6.0,4.6,3.5,6.5,4.8
Morgan,8.2,3.0,3.7,5.7,4.8
Hannah Montana: The Movie,4.6,6.7,4.3,5.8,4.7
Percy Jackson & the Olympians: The Lightning Thief,5.9,5.3,4.9,5.1,4.7
Willow,7.2,8.0,5.3,7.6,4.7
One Crazy Summer,6.4,6.3,4.5,6.2,4.7
Pink Flamingos,6.0,7.2,8.4,3.4,4.7
Bella,5.9,8.1,4.4,7.7,4.7
Sgt. Bilko,5.8,4.7,3.0,7.0,4.7
Accepted,6.4,7.2,3.8,8.0,4.7
Easy,5.6,4.8,5.9,3.8,4.7
Better Than Sex,6.3,6.9,4.7,7.2,4.7
Brother,6.9,7.9,4.7,7.3,4.7
Josie and the Pussycats,6.2,5.2,5.3,7.7,4.7
Chaplin,7.5,8.1,5.9,7.5,4.7
Hotel,6.6,3.1,4.1,4.8,4.7
Shooting Fish,6.5,7.6,5.7,7.5,4.7
Night at the Museum: Secret of the Tomb,6.2,5.7,4.7,6.0,4.7
He's Just Not That Into You,6.4,5.9,4.1,6.0,4.7
In the Land of Women,6.4,5.2,4.4,5.5,4.7
In the Heart of the Sea,6.9,5.3,4.2,6.8,4.7
Jennifer's Body,5.5,3.5,4.6,7.3,4.7
Bad Teacher,5.6,3.6,4.5,5.3,4.7
Lions for Lambs,6.2,4.7,2.7,5.0,4.7
Flight of the Phoenix,6.1,4.0,3.0,8.0,4.7
Ladder 49,6.5,8.1,4.1,7.8,4.7
"Legally Blonde 2: Red, White & Blonde",4.8,2.9,3.6,5.9,4.7
Heartbreakers,6.1,5.1,5.4,8.3,4.7
Burlesque,4.4,6.4,3.7,7.6,4.7
Jack Reacher: Never Go Back,6.1,4.2,3.8,5.6,4.7
Flyboys,6.5,6.7,3.3,6.9,4.7
The Dressmaker,6.3,6.6,5.9,7.2,4.7
Choke,7.4,5.2,5.6,8.5,4.7
Coming to America,7.1,8.5,7.3,7.8,4.7
1492: Conquest of Paradise,6.4,5.0,3.2,6.2,4.7
I Am David,7.1,8.4,3.9,6.1,4.7
Shall We Dance,7.5,8.4,8.9,7.6,4.7
Luther,6.5,7.4,4.5,6.3,4.7
Midway,6.7,9.2,4.2,6.1,4.7
Young Guns II,6.5,6.6,2.8,8.3,4.7
The Hitman's Bodyguard,6.9,6.7,4.3,6.5,4.7
The Wild,5.5,3.6,1.9,4.9,4.7
"Blood In, Blood Out",7.8,9.4,6.2,8.5,4.7
Murder at 1600,6.1,4.2,3.2,7.8,4.7
Primal Fear,7.7,8.9,7.7,8.3,4.7
Nine Months,6.8,3.7,2.5,6.5,4.7
Project Almanac,6.3,4.5,3.8,5.5,4.7
Robot Overlords,4.6,2.4,6.1,4.3,4.7
Blade,5.4,7.8,5.7,8.0,4.7
Man on Fire,6.5,8.9,3.8,8.5,4.7
Pushing Tin,6.0,4.2,4.8,6.7,4.7
Maniac,3.7,3.1,8.9,6.7,4.7
Wyatt Earp,6.7,6.1,3.1,6.7,4.7
Blair Witch,6.6,3.1,3.7,4.9,4.7
Hotel Transylvania,7.0,7.2,4.4,6.9,4.7
Rock of Ages,1.5,5.5,4.3,5.9,4.7
The Alamo,6.8,6.4,5.2,6.3,4.7
Hollywood Homicide,5.3,2.7,3.0,8.1,4.7
Like Mike,5.4,5.2,5.7,5.9,4.7
Big Trouble,5.1,5.4,4.8,,7.0
Cats & Dogs,5.1,3.2,5.3,5.8,4.7
U.S. Marshals,6.6,5.3,3.0,6.8,4.7
Semi-Pro,5.8,3.8,2.2,5.8,4.7
My Stepmother Is an Alien,5.4,3.0,2.0,7.5,4.7
Lakeview Terrace,6.2,3.9,4.4,4.9,4.7
Only the Lonely,6.3,5.0,6.5,5.8,4.7
National Lampoon's European Vacation,6.2,4.9,3.4,6.6,4.7
Kate,6.0,5.1,4.6,6.2,4.7
Pink Cadillac,5.3,2.5,2.4,4.8,4.7
Pumpkinhead,6.2,4.8,6.5,8.4,4.7
Just Like Heaven,5.2,7.5,5.4,8.5,4.7
Just Friends,6.3,7.1,4.2,6.5,4.7
History of the World: Part I,6.8,8.1,6.1,7.1,4.7
Dangerous Minds,6.5,6.4,3.3,6.6,4.7
Newsies,6.9,8.8,3.9,6.5,4.6
Wrong Turn,6.1,5.4,4.0,4.4,4.6
Gringo,6.1,3.8,4.0,5.6,4.6
Now You See Me 2,6.4,5.3,3.4,6.2,4.6
Maybe Baby,5.3,4.8,5.0,6.5,4.6
Payback,4.3,5.6,7.3,,5.5
Dr. Dolittle,8.0,3.5,4.1,6.9,4.6
Red Tails,5.9,5.8,4.0,5.9,4.6
Clay Pigeons,6.6,6.7,6.1,7.5,4.6
In the Cut,5.4,3.4,3.4,7.4,4.6
Guarding Tess,6.2,4.7,5.6,6.7,4.6
Ali G Indahouse,6.2,5.4,5.6,3.8,4.6
Toy Soldiers,4.8,6.6,4.1,7.0,4.6
Seed of Chucky,4.9,4.1,3.4,3.8,4.6
Ashby,6.4,4.8,5.2,6.1,4.6
Lavender,6.2,2.7,3.9,4.4,4.6
Immortals,9.5,4.9,4.9,5.8,4.6
"Kiss Me, Guido",6.0,4.0,3.8,5.0,4.6
Tank Girl,5.4,6.3,4.1,5.1,4.6
Mirror Mirror,5.5,4.9,5.0,5.3,4.6
Beyond the Sea,6.7,6.4,4.2,,6.1
28 Days,6.1,5.0,3.3,6.1,4.6
Beaches,7.0,3.1,5.0,4.1,4.6
Johnny English Reborn,6.3,4.5,3.8,6.4,4.6
"You, Me and Dupree",5.6,5.0,2.0,8.3,4.6
Tommy Boy,7.1,9.0,4.1,6.2,4.6
Manderlay,7.2,7.5,5.0,6.9,4.6
Airheads,6.2,5.0,2.9,5.9,4.6
If I Stay,6.7,6.1,3.5,5.9,4.6
Secret Window,6.5,6.5,4.6,5.3,4.6
One Night at McCool's,6.2,3.9,3.3,8.1,4.6
Dog Park,5.2,2.8,3.6,5.4,4.6
Forces of Nature,5.5,7.6,8.9,7.8,4.6
Fast & Furious,6.5,6.7,2.8,6.5,4.6
Hoot,5.5,5.4,2.6,6.2,4.6
Fifty Shades of Grey,6.2,4.1,2.4,2.9,4.6
Above Suspicion,6.5,4.0,6.0,5.2,4.6
Ravenous,6.9,7.8,5.1,7.4,4.6
Horns,7.7,4.9,4.2,6.4,4.6
Saw,7.6,8.4,5.0,8.3,4.6
Bruce Almighty,6.8,5.7,4.8,7.5,4.6
Hollywood Ending,6.5,4.9,4.7,7.0,4.6
How the Grinch Stole Christmas,6.3,9.5,10.0,6.5,4.6
Foxy Brown,6.5,6.6,6.2,6.4,4.6
Things to Do in Denver When You're Dead,6.7,7.2,3.4,4.9,4.6
Rambo,6.3,6.9,3.7,7.8,4.6
Beerfest,6.2,7.5,4.0,6.5,4.6
Touch of Pink,6.4,6.5,3.7,5.2,4.6
Knight and Day,6.3,4.9,5.2,6.3,4.6
Must Love Dogs,5.9,5.0,3.7,5.2,4.6
Detour,7.3,4.1,6.3,,5.5
Wolves,6.2,3.3,2.0,5.4,4.6
White Nights,7.8,8.8,8.8,7.8,4.6
Spaceballs,7.1,8.3,5.7,7.8,4.6
Grand Theft Parsons,6.0,5.2,4.6,7.1,4.6
All Over the Guy,6.4,6.7,4.3,7.4,4.6
Kiss the Girls,6.6,6.2,3.2,3.3,4.6
Jetsons: The Movie,5.5,4.5,2.7,7.1,4.6
The Mighty Ducks,6.5,6.5,2.1,4.2,4.6
Cheaper by the Dozen,7.0,6.6,8.3,7.1,4.6
Chasing Liberty,6.1,6.0,1.8,5.1,4.6
Pumpkin,5.7,5.7,3.6,7.3,4.6
Revolution OS,7.3,7.7,4.3,6.5,4.6
Greenfingers,6.8,6.6,4.6,8.1,4.6
Crazy in Alabama,6.2,6.4,3.0,7.8,4.6
Blue Streak,6.3,6.4,3.6,8.5,4.6
She's the Man,6.4,7.9,4.3,6.6,4.5
Flipped,7.8,7.8,5.5,7.8,4.5
Tracers,5.6,3.7,2.3,7.1,4.5
Krull,6.1,5.2,3.0,6.3,4.5
Pain & Gain,6.4,4.7,5.0,6.5,4.5
Joe Versus the Volcano,5.9,5.4,6.4,5.5,4.5
Little Darlings,6.5,7.4,6.7,3.7,4.5
The Boy,8.0,3.9,6.8,5.6,4.5
Mona Lisa Smile,6.5,6.0,3.4,6.9,4.5
Evening,7.5,4.8,2.7,4.9,4.5
Takers,6.2,6.2,2.8,7.8,4.5
Factory Girl,6.4,6.0,2.0,6.3,4.5
Pretty Persuasion,6.4,6.2,3.3,8.1,4.5
Whatever Works,7.5,6.1,5.0,6.4,4.5
Into the Blue,6.1,5.7,2.1,5.7,4.5
How to Deal,5.6,6.4,2.7,6.7,4.5
Proof of Life,6.3,4.3,3.9,6.8,4.5
Fire and Ice,6.5,5.3,6.3,5.2,4.5
Mr. Brooks,7.3,7.6,5.5,8.5,4.5
Latter Days,7.0,7.8,4.6,7.6,4.5
Maid in Manhattan,7.0,4.4,3.8,8.4,4.5
Life as a House,7.5,8.8,4.7,7.4,4.5
Valiant,5.5,2.9,3.2,5.2,4.5
American Dreamz,5.5,3.1,3.8,4.5,4.5
Wonder Wheel,6.2,4.2,3.1,6.1,4.5
The Possession,5.9,4.8,3.8,7.9,4.5
Pirates of the Caribbean: On Stranger Tides,6.6,5.4,3.3,6.3,4.5
Damien: Omen II,6.2,4.9,4.6,6.7,4.5
Unforgettable,6.0,3.3,2.8,3.7,4.5
Digging Up the Marrow,5.8,4.3,6.0,5.5,4.5
Sniper,6.1,5.5,3.8,1.7,4.5
Click,6.1,6.6,3.4,6.7,4.5
Blindness,6.6,4.7,4.4,5.9,4.5
Elizabeth: The Golden Age,6.8,5.9,3.5,6.3,4.5
Pride and Glory,6.6,4.9,3.5,6.1,4.5
Sweet Home Alabama,6.2,7.8,3.8,7.0,4.5
Jefferson in Paris,5.7,3.4,3.1,5.9,4.5
Upside Down,6.3,4.2,2.8,8.4,4.5
Taken 2,6.2,5.2,2.2,5.6,4.5
It Takes Two,7.0,6.0,0.8,7.0,4.5
Alien Nation,6.3,4.4,5.3,6.9,4.5
Hall Pass,5.9,4.0,3.3,5.5,4.5
Sydney White,6.2,7.0,3.5,7.1,4.5
I Love You to Death,6.4,6.3,5.8,5.8,4.5
Prom Night,5.3,3.4,4.8,7.5,4.5
Flower,5.6,4.2,5.0,5.4,4.5
Loverboy,6.0,3.5,1.8,5.7,4.5
Elizabethtown,6.3,6.6,2.8,6.1,4.5
Vanilla Sky,6.9,7.2,4.3,8.3,4.5
Home Fries,5.1,3.4,3.1,5.5,4.5
